NLSitNummer,DatumFileBegin,DatumFileEind,TijdFileBegin,TijdFileEind,FileZwaarte,GemLengte,FileDuur,HectometerKop,HectometerStaart,RouteLet,RouteNum,RouteOms,hectometreringsrichting,KopWegvakVan,KopWegvakNaar,TrajVan,TrajNaar,OorzaakGronddetail,OorzaakVerloop,OorzaakCodeVerloop,OorzaakCode,Oorzaak_1,Oorzaak_2,Oorzaak_3,Oorzaak_4
2789052,10/12/2020,10/12/2020,17:30:00,17:51:28,"71,133","3,313,665","21,467","48,8","45,8",A,9,A9,oplopend,Wijkertunnel,Beverwijk-Oost,Amstelveen,Alkmaar,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 12], [Geen oorzaakcode opgegeven door VWM 9]","[000], [BKD], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident
2787675,10/1/2020,10/1/2020,16:39:00,16:45:06,"16,200","2,655,738","6,100","78,9","76,9",A,15,A15,oplopend,Alblasserdam,Papendrecht,Ridderkerk,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787670,10/1/2020,10/1/2020,16:38:00,16:42:05,"8,167","2,000,000","4,083","25,9","23,9",N,325,N325,oplopend,Westervoort,Presikhaaf,Arnhem,Arnhem Velperbroek,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787622,10/1/2020,10/1/2020,15:44:00,15:45:54,"3,800","2,000,000","1,900","51,9","53,9",A,58,A58,aflopend,Bavel,Tilburg-Reeshof,Breda,Tilburg,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787666,10/1/2020,10/1/2020,16:34:00,16:39:07,"10,233","2,000,000","5,117","48,6","46,6",A,15,A15,oplopend,Botlekbrug,Hoogvliet,Europoort,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787620,10/1/2020,10/1/2020,15:41:00,15:43:04,"4,133","2,000,000","2,067","87,3","85,3",A,15,A15,oplopend,Sliedrecht-Oost,Hardinxveld-Giessendam,Ridderkerk,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787865,10/2/2020,10/2/2020,16:01:00,17:07:04,"285,067","4,314,834","66,067","52,4","49,4",A,4,A4,oplopend,Rijswijk,Den Haag-Zuid,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 66],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787908,10/2/2020,10/2/2020,18:31:00,18:35:04,"8,133","2,000,000","4,067","12,4","10,4",A,7,A7,oplopend,Wijdewormer,Purmerend-Zuid,Zaanstad,Hoorn,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787918,10/2/2020,10/2/2020,19:49:00,20:06:37,"35,233","2,000,000","17,617","237,6","235,6",A,4,A4,oplopend,Bergen Op Zoom-Zuid,Hoogerheide,Sabina,Antwerpen,Ongeval(len),"[Ongeval(len) 17], [Eerder(e) ongeval(len) 1]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2787569,10/1/2020,10/1/2020,9:20:00,9:44:33,"82,617","3,365,241","24,550","66,4","58,4",A,27,A27,oplopend,Lekbrug,Nieuwegein,Gorinchem,Utrecht,Brandend(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Brandend(e) voertuig(en) 24], [Geen oorzaakcode opgegeven door VWM 0]","[000], [VFR], [000]",VFR,Brandend(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident
2787542,10/1/2020,10/1/2020,6:32:00,6:44:05,"28,150","2,329,655","12,083","54,3","56,3",A,1,A1,aflopend,Voorthuizen,Barneveld,Apeldoorn,Amersfoort,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 12],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787866,10/2/2020,10/2/2020,16:01:00,16:04:04,"6,133","2,000,000","3,067","58,7","56,7",A,4,A4,oplopend,Ketheltunnel,Kethelplein,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787643,10/1/2020,10/1/2020,16:17:00,16:22:05,"10,167","2,000,000","5,083","53,3","51,3",A,15,A15,oplopend,Benelux,Rotterdam-Heijplaat,Europoort,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787966,10/3/2020,10/3/2020,12:18:00,16:33:14,"1,024,083","4,012,342","255,233","34,8","37,8",A,27,A27,aflopend,Industrieterrein Avelingen,Merwedebrug,Almere,Breda,Extra verkeersdrukte door verkeer dat een omleiding volgt,"[Geen oorzaakcode opgegeven door VWM 1], [Extra verkeersdrukte door verkeer dat een omleiding volgt 255]","[000], [N61]",N61,Extra verkeersdrukte door verkeer dat een omleiding volgt,Werkzaamheden elders,Werkzaamheden,Aanleg en gepland onderhoud
2787645,10/1/2020,10/1/2020,16:19:00,16:56:46,"126,950","3,361,430","37,767","48,7","51,7",A,58,A58,aflopend,Bavel,Tilburg-Reeshof,Breda,Tilburg,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 38],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787638,10/1/2020,10/1/2020,16:15:00,16:17:15,"4,500","2,000,000","2,250","56,1","58,1",A,4,A4,aflopend,Gaag-Aquaduct,Den Hoorn,Rotterdam,Den Haag,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787661,10/1/2020,10/1/2020,16:32:00,17:09:05,"112,267","3,027,416","37,083","39,7","41,7",A,20,A20,aflopend,Cortlandt-Aquaduct,Prins Alexander,Gouda,Hoek van Holland,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 37],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787682,10/1/2020,10/1/2020,16:52:00,16:58:04,"14,183","2,337,912","6,067","49,2","52,2",A,27,A27,aflopend,Lexmond,Noordeloos,Utrecht,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787590,10/1/2020,10/1/2020,11:20:00,11:32:04,"33,183","2,750,000","12,067","38,0","41,0",A,4,A4,aflopend,Leidschendam,Zoeterwoude-Dorp,Den Haag,Amsterdam,Eerder(e) ongeval(len),"[Geen oorzaakcode opgegeven door VWM 0], [Eerder(e) ongeval(len) 12]","[000], [ACA]",ACA,Eerder(e) ongeval(len),Ongeval,Ongeval,Ongeval
2787910,10/2/2020,10/2/2020,18:48:00,18:50:26,"4,867","2,000,000","2,433","26,2","24,2",A,27,A27,oplopend,Hank,Nieuwendijk,Breda,Gorinchem,Defecte vrachtwagen(s),[Defecte vrachtwagen(s) 2],[HBD],HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident
2787662,10/1/2020,10/1/2020,16:32:00,16:41:06,"18,200","2,000,000","9,100","46,2","48,2",A,15,A15,aflopend,Botlektunnel,Spijkenisse,Ridderkerk,Europoort,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 9],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787857,10/2/2020,10/2/2020,15:46:00,16:31:10,"214,850","4,756,827","45,167","144,8","147,8",A,28,A28,aflopend,Ruinen,Fluitenberg,Assen,Hoogeveen,Ongeval(len),"[Ongeval(len) 28], [Eerder(e) ongeval(len) 17]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2787692,10/1/2020,10/1/2020,17:17:00,17:22:06,"10,200","2,000,000","5,100","45,3","47,3",A,20,A20,aflopend,Moordrecht,Nieuwerkerk Aan Den Ijssel,Gouda,Hoek van Holland,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787846,10/2/2020,10/2/2020,14:53:00,16:20:14,"393,767","4,513,947","87,233","255,0","259,0",N,50,N50,aflopend,Ramspolbrug,Eilandbrug,Emmeloord,Zwolle,Technische storing,"[Technische storing 69], [Geen oorzaakcode opgegeven door VWM 19]","[M04], [000]",M04,Technische storing,Falen DVM/IA,Falen DVM/IA,Ongepland onderhoud
2787621,10/1/2020,10/1/2020,15:41:00,17:32:04,"356,033","3,205,582","111,067","31,4","29,4",A,20,A20,oplopend,Rotterdam-Crooswijk,Terbregseplein,Hoek van Holland,Gouda,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 18], [Ongeval(len) 5], [Eerder(e) ongeval(len) 88]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2787882,10/2/2020,10/2/2020,16:46:00,16:56:03,"21,350","2,124,378","10,050","100,8","102,8",A,2,A2,aflopend,Martinus Nijhoffbrug,Waardenburg,'s-Hertogenbosch,Utrecht,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 1], [Geen oorzaakcode opgegeven door VWM 8]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2787639,10/1/2020,10/1/2020,16:16:00,16:23:05,"22,300","3,148,235","7,083","26,2","22,2",A,58,A58,oplopend,Brug Over Het Wilhelminakanaal Hm 20.7,Moergestel,Eindhoven,Tilburg,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 7],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787962,10/3/2020,10/3/2020,11:21:00,11:45:41,"49,367","2,000,000","24,683","52,6","54,6",A,12,A12,aflopend,Harmelen,Harmelen,Utrecht,Den Haag,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 24], [Eerder(e) ongeval(len) 0], [Geen oorzaakcode opgegeven door VWM 0]","[000], [ACI], [ACA], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2787968,10/3/2020,10/3/2020,12:30:00,13:07:00,"127,400","3,443,243","37,000","45,1","49,1",A,58,A58,aflopend,Tilburg-Reeshof,Tilburg-Centrum West,Breda,Tilburg,Ongeval (met opruim/berging),"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 35], [Opruimingswerkzaamheden 1]","[000], [ACI], [OCL]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2787580,10/1/2020,10/1/2020,10:15:00,11:19:58,"428,200","6,591,072","64,967","32,4","34,4",A,4,A4,aflopend,Limesaquaduct,Hoogmade,Den Haag,Amsterdam,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 64], [Eerder(e) ongeval(len) 0], [Geen oorzaakcode opgegeven door VWM 0]","[000], [ACI], [ACA], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2787967,10/3/2020,10/3/2020,12:25:00,12:33:39,"25,950","3,000,000","8,650","19,0","22,0",A,27,A27,aflopend,Geertruidenberg,Hooipolder,Gorinchem,Breda,Extra verkeersdrukte door verkeer dat een omleiding volgt,"[Geen oorzaakcode opgegeven door VWM 0], [Extra verkeersdrukte door verkeer dat een omleiding volgt 8]","[000], [N61]",N61,Extra verkeersdrukte door verkeer dat een omleiding volgt,Werkzaamheden elders,Werkzaamheden,Aanleg en gepland onderhoud
2787563,10/1/2020,10/1/2020,8:27:00,8:32:05,"10,167","2,000,000","5,083","58,3","56,3",A,58,A58,oplopend,Sint Annabosch,Ulvenhout,Tilburg,Breda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787997,10/3/2020,10/3/2020,15:15:00,15:19:03,"8,100","2,000,000","4,050","32,5","30,5",A,16,A16,oplopend,Hendrik-Ido-Ambacht,Zwijndrecht,Rotterdam,Breda,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2787992,10/3/2020,10/3/2020,14:45:00,15:04:04,"38,133","2,000,000","19,067","32,5","30,5",A,16,A16,oplopend,Hendrik-Ido-Ambacht,Zwijndrecht,Rotterdam,Breda,Ophoogscript,[Ophoogscript 19],[YDP],YDP,Ophoogscript,Werkzaamheden gevonden door WiFi-script,Werkzaamheden,Aanleg en gepland onderhoud
2787988,10/3/2020,10/3/2020,14:37:00,14:42:05,"10,167","2,000,000","5,083","32,5","30,5",A,16,A16,oplopend,Hendrik-Ido-Ambacht,Zwijndrecht,Rotterdam,Breda,Wegwerkzaamheden,"[Geen oorzaakcode opgegeven door VWM 1], [Wegwerkzaamheden 5]","[000], [RWK]",RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud
2787694,10/1/2020,10/1/2020,17:18:00,17:31:05,"26,167","2,000,000","13,083","17,4","19,4",A,16,A16,aflopend,Rotterdam-Prins Alexander,Terbregseplein,Breda,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 13],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788134,10/5/2020,10/5/2020,15:51:00,16:12:06,"42,200","2,000,000","21,100","74,6","72,6",A,4,A4,oplopend,Pernis,Benelux,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 21],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788111,10/5/2020,10/5/2020,12:47:00,13:10:31,"47,033","2,000,000","23,517","28,5","30,5",A,67,A67,aflopend,Someren,Geldrop,Venlo,Eindhoven,Defecte vrachtwagen(s),"[Geen oorzaakcode opgegeven door VWM 1], [Defecte vrachtwagen(s) 19], [Eerder pechgeval 3]","[000], [HBD], [M13]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident
2788124,10/5/2020,10/5/2020,13:58:00,14:08:08,"20,267","2,000,000","10,133","51,1","49,1",A,27,A27,oplopend,Lexmond,Everdingen,Gorinchem,Utrecht,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 10],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788180,10/5/2020,10/5/2020,17:27:00,17:59:04,"92,233","2,876,299","32,067","36,8","33,8",A,58,A58,oplopend,Tilburg-Centrum Oost,Tilburg-Centrum West,Eindhoven,Breda,Ongeval (met opruim/berging),"[Geen oorzaakcode opgegeven door VWM 0], [Opruimingswerkzaamheden 17], [Eerder(e) ongeval(len) 15]","[000], [OCL], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2788158,10/5/2020,10/5/2020,16:27:00,16:35:06,"16,200","2,000,000","8,100","49,7","47,7",A,1,A1,oplopend,Hoevelaken,Barneveld,Amsterdam,Apeldoorn,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 8],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788178,10/5/2020,10/5/2020,17:21:00,18:12:56,"105,867","2,038,511","51,933","19,6","17,6",A,10,A10,oplopend,Amsterdam-Rivierenbuurt,Amsterdam-Oud Zuid,Amstel,De Nieuwe Meer,Ongeval (met opruim/berging),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 16], [Opruimingswerkzaamheden 35]","[000], [ACI], [OCL]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2788155,10/5/2020,10/5/2020,16:25:00,16:45:06,"64,200","3,194,030","20,100","14,8","11,8",A,7,A7,oplopend,Purmerend-Zuid,Purmerend,Zaanstad,Hoorn,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 20],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788156,10/5/2020,10/5/2020,16:27:00,16:29:04,"6,200","3,000,000","2,067","94,6","97,6",A,73,A73,aflopend,Nijmegen-Dukenburg,Malden,Nijmegen,Maasbracht,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788140,10/5/2020,10/5/2020,16:01:00,16:22:05,"52,267","2,479,051","21,083","18,5","16,5",A,13,A13,oplopend,Overschie,Kleinpolderplein,Rijswijk,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 21],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788133,10/5/2020,10/5/2020,15:40:00,16:22:05,"135,200","3,212,673","42,083","61,3","59,3",A,4,A4,oplopend,Ketheltunnel,Kethelplein,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 42],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788573,10/8/2020,10/8/2020,12:54:00,13:13:48,"53,633","2,708,754","19,800","15,3","18,3",A,10,A10,aflopend,Amsterdam-Rivierenbuurt,Amsterdam-Overamstel,De Nieuwe Meer,Watergraafsmeer,Extra verkeersdrukte door werkzaamheden elders,"[Geen oorzaakcode opgegeven door VWM 2], [Extra verkeersdrukte door werkzaamheden elders 18], [Geen oorzaakcode opgegeven door VWM 0]","[000], [N62], [000]",N62,Extra verkeersdrukte door werkzaamheden elders,Werkzaamheden elders,Werkzaamheden,Aanleg en gepland onderhoud
2788744,10/9/2020,10/9/2020,11:19:00,14:55:31,"809,017","3,736,510","216,517","126,7","128,7",A,12,A12,aflopend,Waterberg,Grijsoord,Arnhem,Utrecht,ongeval (met spoedreparatie),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 31], [Schade aan wegmeubilair 88], [Spoedreparatie 97]","[000], [ACI], [M12], [N32]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2788803,10/9/2020,10/9/2020,16:14:00,17:00:09,"104,450","2,263,272","46,150","1,7","3,7",A,28,A28,aflopend,Utrecht-De Uithof,Rijnsweerd,Amersfoort,Utrecht,Ongeval op aansluitende weg,"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval op aansluitende weg 19], [Eerder ongeval op aansluitende weg 26]","[000], [N65], [M14]",N65,Ongeval op aansluitende weg,Ongeval elders,Ongeval,Ongeval
2788651,10/8/2020,10/8/2020,17:28:00,17:38:05,"20,167","2,000,000","10,083","50,3","48,3",A,4,A4,oplopend,Rijswijk-Plaspoelpolder,Rijswijk,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 10],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788723,10/9/2020,10/9/2020,7:47:00,8:19:28,"74,933","2,308,008","32,467","21,0","19,0",N,325,N325,oplopend,A325: Arnhem-Centrum,Winkelcentrum Kronenburg,Kleve (D),Arnhem Velperbroek,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 25], [Eerder pechgeval 6], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [M13], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident
2788637,10/8/2020,10/8/2020,17:13:00,18:01:42,"240,267","4,933,607","48,700","45,0","43,0",A,16,A16,oplopend,Moerdijkbrug,Klaverpolder,Rotterdam,Breda,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 2], [Defect(e) voertuig(en) 22], [Eerder pechgeval 25]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident
2788798,10/9/2020,10/9/2020,15:51:00,16:27:17,"82,650","2,277,905","36,283","60,9","57,9",A,4,A4,oplopend,Ketheltunnel,Kethelplein,Den Haag,Rotterdam,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 26], [Geen oorzaakcode opgegeven door VWM 9]","[000], [BKD], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident
2788648,10/8/2020,10/8/2020,17:26:00,17:46:05,"56,167","2,796,681","20,083","8,5","10,5",A,76,A76,aflopend,Spaubeek,Geleen,Aken,Geleen,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 20],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788797,10/9/2020,10/9/2020,15:51:00,16:41:06,"170,500","3,403,194","50,100","50,7","47,7",A,4,A4,oplopend,Rijswijk-Plaspoelpolder,Rijswijk,Amsterdam,Antwerpen,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 50],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788490,10/7/2020,10/7/2020,17:03:00,17:08:05,"10,167","2,000,000","5,083","136,9","134,9",A,12,A12,oplopend,Westervoort,Duiven,Arnhem,Oberhausen,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788826,10/9/2020,10/9/2020,17:45:00,17:50:03,"15,150","3,000,000","5,050","55,8","52,8",A,4,A4,oplopend,Gaag-Aquaduct,Delft,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788663,10/8/2020,10/8/2020,18:02:00,18:13:05,"22,167","2,000,000","11,083","42,4","40,4",A,16,A16,oplopend,Moerdijkbrug,Klaverpolder,Rotterdam,Breda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 11],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788717,10/9/2020,10/9/2020,6:19:00,6:35:03,"44,067","2,745,587","16,050","35,4","37,4",A,16,A16,aflopend,Drechttunnel,Zwijndrecht,Breda,Rotterdam,Te ho(o)g(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Te ho(o)g(e) voertuig(en) 8], [Geen oorzaakcode opgegeven door VWM 7]","[000], [OHV], [000]",OHV,Te ho(o)g(e) voertuig(en),Hoogtemelding,Incident,Incident
2788775,10/9/2020,10/9/2020,14:30:00,15:56:03,"379,050","4,404,997","86,050","183,8","187,8",A,50,A50,aflopend,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 86],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788722,10/9/2020,10/9/2020,7:37:00,7:53:08,"47,550","2,947,314","16,133","68,5","70,5",A,2,A2,aflopend,Nieuwegein-Zuid,Nieuwegein,'s-Hertogenbosch,Utrecht,Ongeval (met opruim/berging),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 0], [Opruimingswerkzaamheden 13], [Opruimwerkzaamheden 3], [Eerder(e) ongeval(len) 0]","[000], [ACI], [OCL], [CLE], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2788631,10/8/2020,10/8/2020,16:45:00,17:01:05,"40,150","2,496,373","16,083","61,3","59,3",A,4,A4,oplopend,Ketheltunnel,Kethelplein,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 16],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788545,10/8/2020,10/8/2020,8:05:00,8:06:07,"2,233","2,000,000","1,117","25,9","23,9",N,325,N325,oplopend,Westervoort,Presikhaaf,Arnhem,Arnhem Velperbroek,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 1],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788812,10/9/2020,10/9/2020,16:38:00,16:44:04,"12,133","2,000,000","6,067","78,1","76,1",A,15,A15,oplopend,Alblasserdam,Papendrecht,Ridderkerk,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788585,10/8/2020,10/8/2020,15:57:00,16:04:06,"21,300","3,000,000","7,100","32,0","35,0",A,20,A20,aflopend,Rotterdam-Crooswijk,Rotterdam-Noord,Gouda,Hoek van Holland,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 7],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788768,10/9/2020,10/9/2020,13:47:00,14:03:19,"32,633","2,000,000","16,317","15,5","17,5",A,16,A16,aflopend,Rotterdam-Prins Alexander,Terbregseplein,Breda,Rotterdam,Ongeval (en daarna defect voertuig),"[Ongeval(len) 8], [Defect(e) voertuig(en) 8], [Eerder pechgeval 0]","[ACI], [BKD], [M13]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2788906,10/10/2020,10/10/2020,15:49:00,16:36:04,"117,200","2,490,085","47,067","45,0","48,0",A,20,A20,aflopend,Moordrecht,Nieuwerkerk Aan Den Ijssel,Gouda,Hoek van Holland,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 47],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2788403,10/7/2020,10/7/2020,7:05:00,7:09:06,"8,200","2,000,000","4,100","91,3","93,3",A,15,A15,aflopend,Gorinchem,Hardinxveld-Giessendam,Gorinchem,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
